smiles1,pKa,pKa_type,smiles
Cc1cc(Cl)ccc1NC(=O)c1ccccc1O,7.43,acidic,Cc1cc(Cl)ccc1NC(=O)c1ccccc1O
Cc1cc(Cl)ccc1O,9.71,acidic,Cc1cc(Cl)ccc1O
Cc1cc(Cl)ccc1OC(C)C(=O)O,3.21,acidic,Cc1cc(Cl)ccc1OC(C)C(=O)O
Cc1cc(Cl)ccc1OCC(=O)O,3.13,acidic,Cc1cc(Cl)ccc1OCC(=O)O
Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,3.21,acidic,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O
Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)[O-])cc2)c2ccccc2oc1=O,5.3,acidic,Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)[O-])cc2)c2ccccc2oc1=O
Cc1cc(I)c([O-])c(I)c1,6,acidic,Cc1cc(I)c([O-])c(I)c1
Cc1cc(I)ccc1C(=O)O,3.79,acidic,Cc1cc(I)ccc1C(=O)O
Cc1cc(I)ccc1C(=O)[O-],3.79,acidic,Cc1cc(I)ccc1C(=O)[O-]
Cc1cc(O)[nH]n1,10.9,acidic,Cc1cc(O)[nH]n1
Cc1cc(O)c(C(C)C)cc1C,10.79,acidic,Cc1cc(O)c(C(C)C)cc1C
Cc1cc(O)c(C(C)C)cc1Cl,9.98,acidic,Cc1cc(O)c(C(C)C)cc1Cl
Cc1cc(O)c(C(C)N=O)cc1C,8.2,acidic,Cc1cc(O)c(C(C)N=O)cc1C
Cc1cc(O)cc(=O)o1,5,acidic,Cc1cc(O)cc(=O)o1
Cc1cc(O)cc(C)c1C,10.25,acidic,Cc1cc(O)cc(C)c1C
Cc1cc(O)cc(C)c1C#N,8.21,acidic,Cc1cc(O)cc(C)c1C#N
Cc1cc(O)cc(C)c1Cl,9.7,acidic,Cc1cc(O)cc(C)c1Cl
Cc1cc(O)cc(C)c1S(C)(=O)=O,8.13,acidic,Cc1cc(O)cc(C)c1S(C)(=O)=O
Cc1cc(O)cc(C)c1[N+](=O)[O-],8.25,acidic,Cc1cc(O)cc(C)c1[N+](=O)[O-]
Cc1cc(O)cc([N+](C)(C)C)c1,8.2,acidic,Cc1cc(O)cc([N+](C)(C)C)c1
Cc1cc(O)ccc1/N=N/c1ccc2c(c1)Cc1ccccc1-2,10.3,acidic,Cc1cc(O)ccc1/N=N/c1ccc2c(c1)Cc1ccccc1-2
Cc1cc(O)ccc1C(C)C,10.31,acidic,Cc1cc(O)ccc1C(C)C
Cc1cc(O)ccc1Cl,9.55,acidic,Cc1cc(O)ccc1Cl
Cc1cc(O)ccc1[N+](C)(C)C,8.34,acidic,Cc1cc(O)ccc1[N+](C)(C)C
Cc1cc(O)ccc1[S+](C)C,7.6,acidic,Cc1cc(O)ccc1[S+](C)C
Cc1cc(O)n(-c2ccc(OCCCO[N+](=O)[O-])cc2)n1,7.11,acidic,Cc1cc(O)n(-c2ccc(OCCCO[N+](=O)[O-])cc2)n1
Cc1cc(O)n(-c2ccc(OCc3no[n+]([O-])c3C#N)cc2)n1,7.06,acidic,Cc1cc(O)n(-c2ccc(OCc3no[n+]([O-])c3C#N)cc2)n1
Cc1cc(O)n(-c2ccccc2)n1,9.1,acidic,Cc1cc(O)n(-c2ccccc2)n1
Cc1cc(O)n[nH]1,10.9,acidic,Cc1cc(O)n[nH]1
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)[O-])cc2)c2ccccc2oc1=O,3.7,acidic,Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)[O-])cc2)c2ccccc2oc1=O
Cc1cc(S(=O)(=O)N(CCO)CCO)cc(C)c1O,8.25,acidic,Cc1cc(S(=O)(=O)N(CCO)CCO)cc(C)c1O
Cc1cc(S(=O)(=O)N(CCO)CCO)cc(C)c1[O-],8.25,acidic,Cc1cc(S(=O)(=O)N(CCO)CCO)cc(C)c1[O-]
Cc1cc(S(=O)(=O)Nc2nccs2)ccc1N,7,acidic,Cc1cc(S(=O)(=O)Nc2nccs2)ccc1N
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,4.23,acidic,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
Cc1cc([N+](=O)[O-])cc(C)c1O,7.07,acidic,Cc1cc([N+](=O)[O-])cc(C)c1O
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.31,acidic,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
Cc1cc([N+](=O)[O-])ccc1NC(=O)c1cc(Cl)cc(Cl)c1O,4.41,acidic,Cc1cc([N+](=O)[O-])ccc1NC(=O)c1cc(Cl)cc(Cl)c1O
Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,5.925,acidic,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1
Cc1cc([O-])cc(=O)o1,5,acidic,Cc1cc([O-])cc(=O)o1
Cc1cc([O-])cc(C)c1C#N,8.21,acidic,Cc1cc([O-])cc(C)c1C#N
Cc1cc([O-])ccc1[N+](C)(C)C,8.34,acidic,Cc1cc([O-])ccc1[N+](C)(C)C
Cc1cc([O-])ccc1[S+](C)C,7.6,acidic,Cc1cc([O-])ccc1[S+](C)C
Cc1cc2ccccc2c(C(=O)O)c1C,3.33,acidic,Cc1cc2ccccc2c(C(=O)O)c1C
Cc1cc2ccccc2c(C(=O)[O-])c1C,3.33,acidic,Cc1cc2ccccc2c(C(=O)[O-])c1C
Cc1cc2nnn(O)c2cc1Cl,4.57,acidic,Cc1cc2nnn(O)c2cc1Cl
Cc1cc[nH]c1C(=O)O,5.1,acidic,Cc1cc[nH]c1C(=O)O
Cc1cc[nH]c1C(=O)[O-],5.1,acidic,Cc1cc[nH]c1C(=O)[O-]
Cc1ccc(-c2cccc(-c3nn[n-]n3)c2)cc1,4.1,acidic,Cc1ccc(-c2cccc(-c3nn[n-]n3)c2)cc1
Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,4.1,acidic,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1
Cc1ccc(-c2cccc(-c3nnn[nH]3)c2)cc1,4.1,acidic,Cc1ccc(-c2cccc(-c3nnn[nH]3)c2)cc1
Cc1ccc(-c2cccc(C(=O)O)c2)cc1,4,acidic,Cc1ccc(-c2cccc(C(=O)O)c2)cc1
Cc1ccc(-c2cccc(C(=O)[O-])c2)cc1,4,acidic,Cc1ccc(-c2cccc(C(=O)[O-])c2)cc1
Cc1ccc(-c2nc3cccc(C(C)C(=O)O)c3o2)cc1,6.2,acidic,Cc1ccc(-c2nc3cccc(C(C)C(=O)O)c3o2)cc1
Cc1ccc(-c2nc3cccc(C(C)C(=O)[O-])c3o2)cc1,6.2,acidic,Cc1ccc(-c2nc3cccc(C(C)C(=O)[O-])c3o2)cc1
Cc1ccc(-n2ncc(C(=O)Nc3nccs3)c2C2CCNCC2)cc1C,9.5,acidic,Cc1ccc(-n2ncc(C(=O)Nc3nccs3)c2C2CCNCC2)cc1C
Cc1ccc(/C=C/C(=O)O)cc1,4.56,acidic,Cc1ccc(/C=C/C(=O)O)cc1
Cc1ccc(/C=C/C(=O)[O-])cc1,4.56,acidic,Cc1ccc(/C=C/C(=O)[O-])cc1
Cc1ccc(=O)c(O)c(Br)c1,6.41,acidic,Cc1ccc(=O)c(O)c(Br)c1
Cc1ccc(=O)c([O-])c(Br)c1,6.41,acidic,Cc1ccc(=O)c([O-])c(Br)c1
Cc1ccc(Br)c(C(=O)O)c1,3,acidic,Cc1ccc(Br)c(C(=O)O)c1
Cc1ccc(Br)c(C(=O)[O-])c1,3,acidic,Cc1ccc(Br)c(C(=O)[O-])c1
Cc1ccc(Br)c(O)c(=O)c1,6.3,acidic,Cc1ccc(Br)c(O)c(=O)c1
Cc1ccc(Br)c([O-])c(=O)c1,6.3,acidic,Cc1ccc(Br)c([O-])c(=O)c1
Cc1ccc(Br)cc1C(=O)O,3.58,acidic,Cc1ccc(Br)cc1C(=O)O
Cc1ccc(Br)cc1C(=O)[O-],3.58,acidic,Cc1ccc(Br)cc1C(=O)[O-]
Cc1ccc(C(=O)/C=C/C(=O)O)cc1,3.44,acidic,Cc1ccc(C(=O)/C=C/C(=O)O)cc1
Cc1ccc(C(=O)/C=C/C(=O)[O-])cc1,3.44,acidic,Cc1ccc(C(=O)/C=C/C(=O)[O-])cc1
Cc1ccc(C(=O)N(C)O)cc1,8.5,acidic,Cc1ccc(C(=O)N(C)O)cc1
Cc1ccc(C(=O)NO)cc1,8.9,acidic,Cc1ccc(C(=O)NO)cc1
Cc1ccc(C(=O)O)[nH]1,5,acidic,Cc1ccc(C(=O)O)[nH]1
Cc1ccc(C(=O)O)c(Br)c1,3.09,acidic,Cc1ccc(C(=O)O)c(Br)c1
Cc1ccc(C(=O)O)c(C)c1,4.22,acidic,Cc1ccc(C(=O)O)c(C)c1
Cc1ccc(C(=O)O)c(Cl)c1,3.27,acidic,Cc1ccc(C(=O)O)c(Cl)c1
Cc1ccc(C(=O)O)c(I)c1,3.2,acidic,Cc1ccc(C(=O)O)c(I)c1
Cc1ccc(C(=O)O)c(O)c1,3.4,acidic,Cc1ccc(C(=O)O)c(O)c1
Cc1ccc(C(=O)O)cc1,4.37,acidic,Cc1ccc(C(=O)O)cc1
Cc1ccc(C(=O)O)cc1Br,3.29,acidic,Cc1ccc(C(=O)O)cc1Br
Cc1ccc(C(=O)O)cc1C,4.41,acidic,Cc1ccc(C(=O)O)cc1C
Cc1ccc(C(=O)O)cc1Cl,4.06,acidic,Cc1ccc(C(=O)O)cc1Cl
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],3.62,acidic,Cc1ccc(C(=O)O)cc1[N+](=O)[O-]
Cc1ccc(C(=O)O)o1,3.42,acidic,Cc1ccc(C(=O)O)o1
Cc1ccc(C(=O)O)s1,3.76,acidic,Cc1ccc(C(=O)O)s1
Cc1ccc(C(=O)Oc2ccccc2)c(O)c1,9.44,acidic,Cc1ccc(C(=O)Oc2ccccc2)c(O)c1
Cc1ccc(C(=O)S)cc1,2.59,acidic,Cc1ccc(C(=O)S)cc1
Cc1ccc(C(=O)[O-])[nH]1,5,acidic,Cc1ccc(C(=O)[O-])[nH]1
Cc1ccc(C(=O)[O-])c(Br)c1,3.09,acidic,Cc1ccc(C(=O)[O-])c(Br)c1
Cc1ccc(C(=O)[O-])c(C)c1,4.18,acidic,Cc1ccc(C(=O)[O-])c(C)c1
Cc1ccc(C(=O)[O-])c(Cl)c1,3.27,acidic,Cc1ccc(C(=O)[O-])c(Cl)c1
Cc1ccc(C(=O)[O-])c(I)c1,3.2,acidic,Cc1ccc(C(=O)[O-])c(I)c1
Cc1ccc(C(=O)[O-])c(O)c1,3.11,acidic,Cc1ccc(C(=O)[O-])c(O)c1
Cc1ccc(C(=O)[O-])cc1,4.135,acidic,Cc1ccc(C(=O)[O-])cc1
Cc1ccc(C(=O)[O-])cc1Br,3.96,acidic,Cc1ccc(C(=O)[O-])cc1Br
Cc1ccc(C(=O)[O-])cc1C,4.41,acidic,Cc1ccc(C(=O)[O-])cc1C
Cc1ccc(C(=O)[O-])cc1Cl,4.06,acidic,Cc1ccc(C(=O)[O-])cc1Cl
Cc1ccc(C(=O)[O-])o1,3.42,acidic,Cc1ccc(C(=O)[O-])o1
Cc1ccc(C(=O)[O-])s1,3.76,acidic,Cc1ccc(C(=O)[O-])s1
Cc1ccc(C(=O)[S-])cc1,2.59,acidic,Cc1ccc(C(=O)[S-])cc1
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,3.5,acidic,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,3.5,acidic,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1
Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.44,acidic,Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,3.44,acidic,Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1
Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,3.64,acidic,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1
Cc1ccc(C(=O)c2ccccc2C(=O)[O-])cc1,3.64,acidic,Cc1ccc(C(=O)c2ccccc2C(=O)[O-])cc1
Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,9.3,acidic,Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1
Cc1ccc(C(=S)Nc2ccc(Br)cc2)cc1,10.81,acidic,Cc1ccc(C(=S)Nc2ccc(Br)cc2)cc1
Cc1ccc(C(=S)Nc2ccc(Cl)c(Cl)c2)cc1,10.18,acidic,Cc1ccc(C(=S)Nc2ccc(Cl)c(Cl)c2)cc1
Cc1ccc(C(=S)Nc2ccc(Cl)cc2)cc1,10.8,acidic,Cc1ccc(C(=S)Nc2ccc(Cl)cc2)cc1
Cc1ccc(C(=S)Nc2ccc(F)cc2)cc1,10.97,acidic,Cc1ccc(C(=S)Nc2ccc(F)cc2)cc1
Cc1ccc(C(=S)Nc2cccc(F)c2)cc1,10.63,acidic,Cc1ccc(C(=S)Nc2cccc(F)c2)cc1
Cc1ccc(C(=S)Nc2ccccc2)cc1,11.5,acidic,Cc1ccc(C(=S)Nc2ccccc2)cc1
Cc1ccc(C(C)C)c(O)c1,10.65,acidic,Cc1ccc(C(C)C)c(O)c1
Cc1ccc(C(C)C)cc1O,10.35,acidic,Cc1ccc(C(C)C)cc1O
Cc1ccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,4.24,acidic,Cc1ccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1
Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1,4.18,acidic,Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1
Cc1ccc(C(O)C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)cc1,4.24,acidic,Cc1ccc(C(O)C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)cc1
Cc1ccc(C(O)C(C(=O)[O-])c2ccc(C3CCCCC3)cc2)cc1,4.18,acidic,Cc1ccc(C(O)C(C(=O)[O-])c2ccc(C3CCCCC3)cc2)cc1
Cc1ccc(C)c(C(=O)O)c1,3.99,acidic,Cc1ccc(C)c(C(=O)O)c1
Cc1ccc(C)c(C(=O)[O-])c1,3.97,acidic,Cc1ccc(C)c(C(=O)[O-])c1
Cc1ccc(C)c(O)c1,10.36,acidic,Cc1ccc(C)c(O)c1
Cc1ccc(C)c(OCCCC(C)(C)C(=O)[O-])c1,4.8,acidic,Cc1ccc(C)c(OCCCC(C)(C)C(=O)[O-])c1
Cc1ccc(C)n1-c1ccc(C(=O)O)c(O)c1,2.3,acidic,Cc1ccc(C)n1-c1ccc(C(=O)O)c(O)c1
Cc1ccc(C)n1-c1ccc(Cl)cc1C(=O)O,3.35,acidic,Cc1ccc(C)n1-c1ccc(Cl)cc1C(=O)O
Cc1ccc(C)n1-c1ccc(SCC(=O)O)cc1,3.5,acidic,Cc1ccc(C)n1-c1ccc(SCC(=O)O)cc1
Cc1ccc(C2CC2C(=O)O)cc1,4.6,acidic,Cc1ccc(C2CC2C(=O)O)cc1
Cc1ccc(CC(=O)O)cc1,4.37,acidic,Cc1ccc(CC(=O)O)cc1
Cc1ccc(CCC(=O)O)cc1,4.74,acidic,Cc1ccc(CCC(=O)O)cc1
Cc1ccc(CCC(=O)[O-])cc1,4.74,acidic,Cc1ccc(CCC(=O)[O-])cc1
Cc1ccc(Cl)c(C(=O)O)c1,3.12,acidic,Cc1ccc(Cl)c(C(=O)O)c1
Cc1ccc(Cl)c(C(=O)[O-])c1,3.12,acidic,Cc1ccc(Cl)c(C(=O)[O-])c1
Cc1ccc(Cl)cc1C(=O)O,3.63,acidic,Cc1ccc(Cl)cc1C(=O)O
Cc1ccc(Cl)cc1C(=O)[O-],3.63,acidic,Cc1ccc(Cl)cc1C(=O)[O-]
Cc1ccc(I)c(C(=O)O)c1,2.95,acidic,Cc1ccc(I)c(C(=O)O)c1
Cc1ccc(I)c(C(=O)[O-])c1,2.95,acidic,Cc1ccc(I)c(C(=O)[O-])c1
Cc1ccc(I)cc1C(=O)O,3.62,acidic,Cc1ccc(I)cc1C(=O)O
Cc1ccc(I)cc1C(=O)[O-],3.62,acidic,Cc1ccc(I)cc1C(=O)[O-]
Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(Cl)cc2Cl)cc1,4.26,acidic,Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(Cl)cc2Cl)cc1
Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(F)cc2F)cc1,4.23,acidic,Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(F)cc2F)cc1
Cc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1,4.23,acidic,Cc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1
Cc1ccc(N(Cc2nnn[nH]2)Cc2ccc(F)cc2F)cc1,4.23,acidic,Cc1ccc(N(Cc2nnn[nH]2)Cc2ccc(F)cc2F)cc1
Cc1ccc(NC(=O)C2=C(O)C(=O)N(C)C2)cc1,5.79,acidic,Cc1ccc(NC(=O)C2=C(O)C(=O)N(C)C2)cc1
Cc1ccc(NC(=O)C2CN(C)C(=O)C2=O)cc1,5.79,acidic,Cc1ccc(NC(=O)C2CN(C)C(=O)C2=O)cc1
Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)O)c1,3.36,acidic,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)O)c1
Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)[O-])c1,3.36,acidic,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)[O-])c1
Cc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,11.18,acidic,Cc1ccc(NC(=S)c2ccc(Cl)cc2)cc1
Cc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.89,acidic,Cc1ccc(NC(=S)c2cccc(Br)c2)cc1
Cc1ccc(NC(=S)c2ccccc2)cc1,10.81,acidic,Cc1ccc(NC(=S)c2ccccc2)cc1
Cc1ccc(NC=S)cc1,11.64,acidic,Cc1ccc(NC=S)cc1
Cc1ccc(NS(=O)(=O)Cc2ccc(Br)cc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,8.6,acidic,Cc1ccc(NS(=O)(=O)Cc2ccc(Br)cc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)[nH]nc2n1,6.7,acidic,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)[nH]nc2n1
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,8.6,acidic,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1
Cc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,9.65,acidic,Cc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,8.78,acidic,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,9.23,acidic,Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1
Cc1ccc(NS(=O)(=O)c2ccccc2)cc1,8.985,acidic,Cc1ccc(NS(=O)(=O)c2ccccc2)cc1
Cc1ccc(O)c(=O)cc1,7.32,acidic,Cc1ccc(O)c(=O)cc1
Cc1ccc(O)c(C(=O)O)c1,3.15,acidic,Cc1ccc(O)c(C(=O)O)c1
Cc1ccc(O)c(C(=O)[O-])c1,3.01,acidic,Cc1ccc(O)c(C(=O)[O-])c1
Cc1ccc(O)c(C(C)(C)C)c1,11.72,acidic,Cc1ccc(O)c(C(C)(C)C)c1
Cc1ccc(O)c(C(C)C)c1,10.73,acidic,Cc1ccc(O)c(C(C)C)c1
Cc1ccc(O)c(C)c1,10.56,acidic,Cc1ccc(O)c(C)c1
Cc1ccc(O)c(C)c1C,10.59,acidic,Cc1ccc(O)c(C)c1C
Cc1ccc(O)c(CO)c1,10.15,acidic,Cc1ccc(O)c(CO)c1
Cc1ccc(O)c(Cl)c1,8.74,acidic,Cc1ccc(O)c(Cl)c1
Cc1ccc(O)c(O)c1,9.62,acidic,Cc1ccc(O)c(O)c1
Cc1ccc(O)c([N+](=O)[O-])c1,7.4,acidic,Cc1ccc(O)c([N+](=O)[O-])c1
Cc1ccc(O)c2[n+]1CCS2,4.7,acidic,Cc1ccc(O)c2[n+]1CCS2
Cc1ccc(O)cc1,10.26,acidic,Cc1ccc(O)cc1
Cc1ccc(O)cc1C,10.32,acidic,Cc1ccc(O)cc1C
Cc1ccc(O)cc1[N+](=O)[O-],8.62,acidic,Cc1ccc(O)cc1[N+](=O)[O-]
Cc1ccc(O)cc1[N+](C)(C)C,8.28,acidic,Cc1ccc(O)cc1[N+](C)(C)C
Cc1ccc(O)cc1[S+](C)C,8.01,acidic,Cc1ccc(O)cc1[S+](C)C
Cc1ccc(OC(O)(CBr)c2ccccc2)cc1,11.23,acidic,Cc1ccc(OC(O)(CBr)c2ccccc2)cc1
Cc1ccc(OCC(=O)O)cc1,3.21,acidic,Cc1ccc(OCC(=O)O)cc1
Cc1ccc(OCC(=O)[O-])cc1,3.15,acidic,Cc1ccc(OCC(=O)[O-])cc1
Cc1ccc(S(=O)(=O)NC(=O)N[NH+]2CC3CCCC3C2)cc1,5.98,acidic,Cc1ccc(S(=O)(=O)NC(=O)N[NH+]2CC3CCCC3C2)cc1
Cc1ccc(S(=O)(=O)NCCC(=N)N(C)C)cc1,10.62,acidic,Cc1ccc(S(=O)(=O)NCCC(=N)N(C)C)cc1
Cc1ccc(S(=O)(=O)NCCC(=N)N)cc1,10.145,acidic,Cc1ccc(S(=O)(=O)NCCC(=N)N)cc1
Cc1ccc(S(=O)(=O)NCCC(=[NH2+])N(C)C)cc1,10.62,acidic,Cc1ccc(S(=O)(=O)NCCC(=[NH2+])N(C)C)cc1
Cc1ccc(S(=O)(=O)NCCC(N)=[NH2+])cc1,10.145,acidic,Cc1ccc(S(=O)(=O)NCCC(N)=[NH2+])cc1
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,9.02,acidic,Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1
Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,9.2,acidic,Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1
Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.905,acidic,Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1
Cc1ccc(S(=O)(=O)[N-]C(=O)OC(C)(C)C)cc1,5.05,acidic,Cc1ccc(S(=O)(=O)[N-]C(=O)OC(C)(C)C)cc1
Cc1ccc(S(=O)(=O)[N-]C(=O)OCc2ccccc2)cc1,4.21,acidic,Cc1ccc(S(=O)(=O)[N-]C(=O)OCc2ccccc2)cc1
Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,8.67,acidic,Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1
Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,8.95,acidic,Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
Cc1ccc(S(N)(=O)=O)cc1,10.17,acidic,Cc1ccc(S(N)(=O)=O)cc1
Cc1ccc(S(N)(=O)=O)cc1C,9.62,acidic,Cc1ccc(S(N)(=O)=O)cc1C
Cc1ccc(S)cc1,6.47,acidic,Cc1ccc(S)cc1
Cc1ccc(SCC(=O)O)cc1,3.57,acidic,Cc1ccc(SCC(=O)O)cc1
Cc1ccc(SCC(=O)[O-])cc1,3.57,acidic,Cc1ccc(SCC(=O)[O-])cc1
Cc1ccc([C@H](C)C(=O)[O-])cc2c(C)ccc1-2,4.14,acidic,Cc1ccc([C@H](C)C(=O)[O-])cc2c(C)ccc1-2
Cc1ccc([C@H]2C[C@@H]2C(=O)[O-])cc1,4.6,acidic,Cc1ccc([C@H]2C[C@@H]2C(=O)[O-])cc1
Cc1ccc([N+](=O)[O-])c(O)c1,7.41,acidic,Cc1ccc([N+](=O)[O-])c(O)c1
Cc1ccc([N+](=O)[O-])cc1O,8.59,acidic,Cc1ccc([N+](=O)[O-])cc1O
Cc1ccc([N+](C)(C)C)cc1O,8.2,acidic,Cc1ccc([N+](C)(C)C)cc1O
Cc1ccc([O-])c(=O)cc1,7.32,acidic,Cc1ccc([O-])c(=O)cc1
Cc1ccc([S-])cc1,6.47,acidic,Cc1ccc([S-])cc1
Cc1ccc2[nH]nnc2c1,8.9,acidic,Cc1ccc2[nH]nnc2c1
Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,4.16,acidic,Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O
Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)[O-],4.16,acidic,Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)[O-]
Cc1ccc2c(c1O)-c1c-2ccc(C)c1O,9.755,acidic,Cc1ccc2c(c1O)-c1c-2ccc(C)c1O
Cc1ccc2ccc(O)cc2c1,9.52,acidic,Cc1ccc2ccc(O)cc2c1
Cc1ccc2ccccc2c1C(=O)O,3.11,acidic,Cc1ccc2ccccc2c1C(=O)O
Cc1ccc2ccccc2c1C(=O)[O-],3.11,acidic,Cc1ccc2ccccc2c1C(=O)[O-]
Cc1ccc2n[nH]nc2c1,8.9,acidic,Cc1ccc2n[nH]nc2c1
Cc1ccc2nc(C(F)(F)F)[nH]c(=O)c2c1,5.9,acidic,Cc1ccc2nc(C(F)(F)F)[nH]c(=O)c2c1
Cc1ccc2nc(C(F)F)[nH]c(=O)c2c1,7.2,acidic,Cc1ccc2nc(C(F)F)[nH]c(=O)c2c1
Cc1ccc2nn[nH]c2c1,8.9,acidic,Cc1ccc2nn[nH]c2c1
Cc1cccc(-c2nn[n-]n2)c1,4.15,acidic,Cc1cccc(-c2nn[n-]n2)c1
Cc1cccc(-c2nn[nH]n2)c1,4.15,acidic,Cc1cccc(-c2nn[nH]n2)c1
Cc1cccc(-c2nnn[nH]2)c1,4.15,acidic,Cc1cccc(-c2nnn[nH]2)c1
Cc1cccc(-n2ncc(C(=O)Nc3nccs3)c2C2CCNCC2)c1,9.5,acidic,Cc1cccc(-n2ncc(C(=O)Nc3nccs3)c2C2CCNCC2)c1
Cc1cccc(/C=C/C(=O)O)c1,4.44,acidic,Cc1cccc(/C=C/C(=O)O)c1
Cc1cccc(/C=C/C(=O)[O-])c1,4.44,acidic,Cc1cccc(/C=C/C(=O)[O-])c1
Cc1cccc(Br)c1C(=O)O,2.71,acidic,Cc1cccc(Br)c1C(=O)O
Cc1cccc(Br)c1C(=O)[O-],2.71,acidic,Cc1cccc(Br)c1C(=O)[O-]
