smiles1,pKa,pKa_type,smiles
CCCc1cc(CCC)c(O)c(CCC)c1,11.47,acidic,CCCc1cc(CCC)c(O)c(CCC)c1
CCCc1cc(Cl)cc(Cl)c1O,8.1,acidic,CCCc1cc(Cl)cc(Cl)c1O
CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1,9.3,acidic,CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1
CCCc1ccc(O)cc1,10.34,acidic,CCCc1ccc(O)cc1
CCCc1ccccc1O,10.47,acidic,CCCc1ccccc1O
CCCc1ncnc2c(O)cccc12,8.82,acidic,CCCc1ncnc2c(O)cccc12
CCCc1nn[n-]n1,5.61,acidic,CCCc1nn[n-]n1
CCCc1nn[nH]n1,5.61,acidic,CCCc1nn[nH]n1
CCCc1nnn[nH]1,5.61,acidic,CCCc1nnn[nH]1
CCCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c([O-])c(I)c1,4.89,acidic,CCCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c([O-])c(I)c1
CCCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1,7.74,acidic,CCCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1
CCN(CC)C(=O)NO,10.8,acidic,CCN(CC)C(=O)NO
CCN(CC)C(=S)S,3.95,acidic,CCN(CC)C(=S)S
CCN(CC)S(=O)(=O)c1ccccc1C(=O)O,2.96,acidic,CCN(CC)S(=O)(=O)c1ccccc1C(=O)O
CCN(CC)S(=O)(=O)c1ccccc1C(=O)[O-],2.96,acidic,CCN(CC)S(=O)(=O)c1ccccc1C(=O)[O-]
CCN(CC)S(=O)(=O)c1ccsc1C(=O)O,2.77,acidic,CCN(CC)S(=O)(=O)c1ccsc1C(=O)O
CCN(CC)S(=O)(=O)c1ccsc1C(=O)[O-],2.77,acidic,CCN(CC)S(=O)(=O)c1ccsc1C(=O)[O-]
CCN(CC)c1nn[n-]n1,6.33,acidic,CCN(CC)c1nn[n-]n1
CCN(CC)c1nn[nH]n1,6.33,acidic,CCN(CC)c1nn[nH]n1
CCN(CC)c1nnn[nH]1,6.33,acidic,CCN(CC)c1nnn[nH]1
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)[O-])n2cccnc12)C(=O)C1CC1,3.7,acidic,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)[O-])n2cccnc12)C(=O)C1CC1
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)[O-])c2ccccc12)C(=O)C1CC1,2.8,acidic,CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)[O-])c2ccccc12)C(=O)C1CC1
CCN1CNS(=O)(=O)c2cc(Cl)ccc21,9.33,acidic,CCN1CNS(=O)(=O)c2cc(Cl)ccc21
CCN=S1(=O)NC(=O)c2ccccc21,6.9,acidic,CCN=S1(=O)NC(=O)c2ccccc21
CCNC(=O)CS,8.14,acidic,CCNC(=O)CS
CCNC(=S)OC(C)C,11.52,acidic,CCNC(=S)OC(C)C
CCNc1nn[n-]n1,6.12,acidic,CCNc1nn[n-]n1
CCNc1nn[nH]n1,6.12,acidic,CCNc1nn[nH]n1
CCNc1nnn[nH]1,6.12,acidic,CCNc1nnn[nH]1
CCOC(=O)/C=C(/C)O,9.51,acidic,CCOC(=O)/C=C(/C)O
CCOC(=O)C(Cc1ccc(C)cc1)=C(C)O,11.88,acidic,CCOC(=O)C(Cc1ccc(C)cc1)=C(C)O
CCOC(=O)C(Cc1cccc(C)c1)=C(C)O,11.87,acidic,CCOC(=O)C(Cc1cccc(C)c1)=C(C)O
CCOC(=O)C(Cc1ccccc1)=C(C)O,11.81,acidic,CCOC(=O)C(Cc1ccccc1)=C(C)O
CCOC(=O)C(N=O)=C(C)O,7.2,acidic,CCOC(=O)C(N=O)=C(C)O
CCOC(=O)C1C(C[NH+]2CCOC[C@H]2C(=O)[O-])=NC(c2nccs2)=N[C@H]1c1cccc(F)c1Cl,5.7,acidic,CCOC(=O)C1C(C[NH+]2CCOC[C@H]2C(=O)[O-])=NC(c2nccs2)=N[C@H]1c1cccc(F)c1Cl
CCOC(=O)C=C(C)O,10.66,acidic,CCOC(=O)C=C(C)O
CCOC(=O)N1CCc2[nH]oc(=O)c2CC1,4.7,acidic,CCOC(=O)N1CCc2[nH]oc(=O)c2CC1
CCOC(=O)Nc1nnc(-c2ccccc2)s1,8.2,acidic,CCOC(=O)Nc1nnc(-c2ccccc2)s1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,2.975,acidic,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,2.92,acidic,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
CCOC(=O)c1c(O)nnn1C,5.54,acidic,CCOC(=O)c1c(O)nnn1C
CCOC(=O)c1c(O)nnn1Cc1ccccc1,5.38,acidic,CCOC(=O)c1c(O)nnn1Cc1ccccc1
CCOC(=O)c1c[nH]c2ccccc2c1=O,9.62,acidic,CCOC(=O)c1c[nH]c2ccccc2c1=O
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,3.4,acidic,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,3.6,acidic,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C,4.6,acidic,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,4.6,acidic,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C
CCOC(=O)c1cc2cc(F)c([O-])c(F)c2oc1=O,3.8,acidic,CCOC(=O)c1cc2cc(F)c([O-])c(F)c2oc1=O
CCOC(=O)c1ccc(O)cc1,8.34,acidic,CCOC(=O)c1ccc(O)cc1
CCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.22,acidic,CCOC(=O)c1ccc(OS(N)(=O)=O)cc1
CCOC(=O)c1cccc(O)c1,9.05,acidic,CCOC(=O)c1cccc(O)c1
CCOC(=O)c1ccccc1NC(=O)C1=C(O)C(=O)N(C)C1,6.49,acidic,CCOC(=O)c1ccccc1NC(=O)C1=C(O)C(=O)N(C)C1
CCOC(=O)c1ccccc1NC(=O)C1CN(C)C(=O)C1=O,6.49,acidic,CCOC(=O)c1ccccc1NC(=O)C1CN(C)C(=O)C1=O
CCOC(=O)c1cn(C)[nH]c1=O,6.71,acidic,CCOC(=O)c1cn(C)[nH]c1=O
CCOC(=O)c1csc(NC(=O)CN2CCCCC2)n1,9.9,acidic,CCOC(=O)c1csc(NC(=O)CN2CCCCC2)n1
CCOC(=O)c1n[nH]n(C)c1=O,6.21,acidic,CCOC(=O)c1n[nH]n(C)c1=O
CCOC(=O)c1n[nH]n(Cc2ccccc2)c1=O,6.22,acidic,CCOC(=O)c1n[nH]n(Cc2ccccc2)c1=O
CCOC(=O)c1nn(C)[nH]c1=O,5.14,acidic,CCOC(=O)c1nn(C)[nH]c1=O
CCOC(=O)c1nn(Cc2ccccc2)[nH]c1=O,5.14,acidic,CCOC(=O)c1nn(Cc2ccccc2)[nH]c1=O
CCOC(=S)[N-]C(=O)c1ccccc1,7.46,acidic,CCOC(=S)[N-]C(=O)c1ccccc1
CCOC1CC1C(=O)O,4.46,acidic,CCOC1CC1C(=O)O
CCOCC(=O)O,3.61,acidic,CCOCC(=O)O
CCOCC(=O)[O-],3.61,acidic,CCOCC(=O)[O-]
CCOO,11.8,acidic,CCOO
CCOP(=O)(OCC)c1ccc(-c2cc(=O)o[nH]2)o1,3.23,acidic,CCOP(=O)(OCC)c1ccc(-c2cc(=O)o[nH]2)o1
CCO[C@H]1C[C@@H]1C(=O)[O-],4.46,acidic,CCO[C@H]1C[C@@H]1C(=O)[O-]
CCO[C@H]1C[C@H]1C(=O)[O-],4.83,acidic,CCO[C@H]1C[C@H]1C(=O)[O-]
CCOc1cc(C)nc(-n2[nH]c(C)cc2=O)n1,7.35,acidic,CCOc1cc(C)nc(-n2[nH]c(C)cc2=O)n1
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,3.75,acidic,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
CCOc1cc(N)ccc1C(=O)O,5.09,acidic,CCOc1cc(N)ccc1C(=O)O
CCOc1cc(O)cc(OCC)c1,9.37,acidic,CCOc1cc(O)cc(OCC)c1
CCOc1ccc(C(=O)O)c(C)c1,4.54,acidic,CCOc1ccc(C(=O)O)c(C)c1
CCOc1ccc(C(=O)O)cc1,4.45,acidic,CCOc1ccc(C(=O)O)cc1
CCOc1ccc(C(=O)[O-])c(C)c1,4.54,acidic,CCOc1ccc(C(=O)[O-])c(C)c1
CCOc1ccc(C(=O)[O-])cc1,4.64,acidic,CCOc1ccc(C(=O)[O-])cc1
CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.46,acidic,CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,3.46,acidic,CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1
CCOc1ccc(C)c(C(=O)O)c1,3.86,acidic,CCOc1ccc(C)c(C(=O)O)c1
CCOc1ccc(C)c(C(=O)[O-])c1,3.86,acidic,CCOc1ccc(C)c(C(=O)[O-])c1
CCOc1ccc(O)cc1,10.23,acidic,CCOc1ccc(O)cc1
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],2.7,acidic,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
CCOc1cccc(C(=O)O)c1,4.17,acidic,CCOc1cccc(C(=O)O)c1
CCOc1cccc(C(=O)O)c1C,3.73,acidic,CCOc1cccc(C(=O)O)c1C
CCOc1cccc(C(=O)[O-])c1,4.17,acidic,CCOc1cccc(C(=O)[O-])c1
CCOc1cccc(C(=O)[O-])c1C,3.73,acidic,CCOc1cccc(C(=O)[O-])c1C
CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,3.46,acidic,CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1
CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)[O-])c1,3.46,acidic,CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)[O-])c1
CCOc1cccc(C)c1C(=O)O,3.51,acidic,CCOc1cccc(C)c1C(=O)O
CCOc1cccc(C)c1C(=O)[O-],3.51,acidic,CCOc1cccc(C)c1C(=O)[O-]
CCOc1cccc(O)c1,9.65,acidic,CCOc1cccc(O)c1
CCOc1ccccc1/C=C/C(=O)O,4.68,acidic,CCOc1ccccc1/C=C/C(=O)O
CCOc1ccccc1/C=C/C(=O)[O-],4.68,acidic,CCOc1ccccc1/C=C/C(=O)[O-]
CCOc1ccccc1/C=C\C(=O)O,4.35,acidic,CCOc1ccccc1/C=C\C(=O)O
CCOc1ccccc1/C=C\C(=O)[O-],4.35,acidic,CCOc1ccccc1/C=C\C(=O)[O-]
CCOc1ccccc1C(=O)O,4.18,acidic,CCOc1ccccc1C(=O)O
CCOc1ccccc1C(=O)[O-],4.18,acidic,CCOc1ccccc1C(=O)[O-]
CCOc1ccccc1O,10.11,acidic,CCOc1ccccc1O
CCOc1ccnc(=O)[nH]1,10.7,acidic,CCOc1ccnc(=O)[nH]1
CCOc1nccc(=O)[nH]1,8.2,acidic,CCOc1nccc(=O)[nH]1
CCS(=O)O,2.27,acidic,CCS(=O)O
CCS(=O)[O-],2.27,acidic,CCS(=O)[O-]
CCSC(C)C(=O)O,3.8,acidic,CCSC(C)C(=O)O
CCSC(C)C(=O)[O-],3.8,acidic,CCSC(C)C(=O)[O-]
CC[C@@H](C(=O)[O-])[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.26,acidic,CC[C@@H](C(=O)[O-])[C@@]1(O)C[C@H]2CC[C@@H]1C2
CC[C@H](C(=O)[O-])[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.07,acidic,CC[C@H](C(=O)[O-])[C@@]1(O)C[C@H]2CC[C@@H]1C2
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,4.7,acidic,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21
CC[C@H](NC(=O)c1cc(F)ccc1NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1,3.8,acidic,CC[C@H](NC(=O)c1cc(F)ccc1NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1
CC[C@H](NC(=O)c1cc(OC)ccc1NS(=O)(=O)c1ccc(C)cc1)c1ccccc1,7.5,acidic,CC[C@H](NC(=O)c1cc(OC)ccc1NS(=O)(=O)c1ccc(C)cc1)c1ccccc1
CC[C@H](NC(=O)c1ccccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,4,acidic,CC[C@H](NC(=O)c1ccccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O,6.9,acidic,CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O,7.3,acidic,CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O,7.9,acidic,CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O
CC[C@]1(c2ccccc2)NC(=O)NC1=O,8.5,acidic,CC[C@]1(c2ccccc2)NC(=O)NC1=O
CC[N+](C)(C)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)C1,6.46,acidic,CC[N+](C)(C)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)C1
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(C#N)cc1,6.72,acidic,CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(C#N)cc1
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(Cl)cc1,7.17,acidic,CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(Cl)cc1
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(F)cc1,7.31,acidic,CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(F)cc1
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(OC)cc1,7.7,acidic,CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(OC)cc1
CC[n+]1ccc(O)c([O-])c1C(C)O,8.755,acidic,CC[n+]1ccc(O)c([O-])c1C(C)O
CCc1c(-c2ccccc2)[nH][nH]c1=O,7.8,acidic,CCc1c(-c2ccccc2)[nH][nH]c1=O
CCc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,8,acidic,CCc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O
CCc1c(-c2ccccc2)n[nH]c1O,7.8,acidic,CCc1c(-c2ccccc2)n[nH]c1O
CCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,8,acidic,CCc1c(-c2ccccc2)nn(-c2ccccc2)c1O
CCc1c(C)[nH]n(C)c1=O,3.5,acidic,CCc1c(C)[nH]n(C)c1=O
CCc1c(O)cc(C)oc1=O,5.3,acidic,CCc1c(O)cc(C)oc1=O
CCc1c(O)ccc(C(C)C)c1C,10.85,acidic,CCc1c(O)ccc(C(C)C)c1C
CCc1c(O)n[nH]c1-c1ccccc1,7.8,acidic,CCc1c(O)n[nH]c1-c1ccccc1
CCc1c([O-])c(=O)ccn1CC,9.93,acidic,CCc1c([O-])c(=O)ccn1CC
CCc1c([O-])c(O)cc[n+]1CC,9.93,acidic,CCc1c([O-])c(O)cc[n+]1CC
CCc1c([O-])cc(C)oc1=O,5.3,acidic,CCc1c([O-])cc(C)oc1=O
CCc1cc(C(=O)O)cs1,4.19,acidic,CCc1cc(C(=O)O)cs1
CCc1cc(C(=O)[O-])cs1,4.19,acidic,CCc1cc(C(=O)[O-])cs1
CCc1cc(C(C)C)c(O)cc1C,10.91,acidic,CCc1cc(C(C)C)c(O)cc1C
CCc1cc(C(C)C)ccc1O,10.77,acidic,CCc1cc(C(C)C)ccc1O
CCc1cc(C)cc(O)c1,10.1,acidic,CCc1cc(C)cc(O)c1
CCc1cc(O)cc(C)c1Cl,9.6,acidic,CCc1cc(O)cc(C)c1Cl
CCc1cc2c(C)cc(=O)oc2cc1O,8.01,acidic,CCc1cc2c(C)cc(=O)oc2cc1O
CCc1ccc(-n2c(Cl)cc3[nH]c(=O)c(-c4ccccc4)c([O-])c32)cc1,6,acidic,CCc1ccc(-n2c(Cl)cc3[nH]c(=O)c(-c4ccccc4)c([O-])c32)cc1
CCc1ccc(C(=O)/C=C/C(=O)O)cc1,3.38,acidic,CCc1ccc(C(=O)/C=C/C(=O)O)cc1
CCc1ccc(C(=O)/C=C/C(=O)[O-])cc1,3.38,acidic,CCc1ccc(C(=O)/C=C/C(=O)[O-])cc1
CCc1ccc(C(=O)O)cc1,4.35,acidic,CCc1ccc(C(=O)O)cc1
CCc1ccc(C(=O)O)nc1,5.86,acidic,CCc1ccc(C(=O)O)nc1
CCc1ccc(C(=O)[O-])nc1,5.86,acidic,CCc1ccc(C(=O)[O-])nc1
CCc1ccc(C(C)C)cc1O,10.61,acidic,CCc1ccc(C(C)C)cc1O
CCc1ccc(CC(=O)O)cc1,4.37,acidic,CCc1ccc(CC(=O)O)cc1
CCc1ccc(O)c(C(C)C)c1,10.82,acidic,CCc1ccc(O)c(C(C)C)c1
CCc1ccc(O)cc1,10,acidic,CCc1ccc(O)cc1
CCc1cccc(O)c1,9.9,acidic,CCc1cccc(O)c1
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)[O-])OCC3,4.7,acidic,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)[O-])OCC3
CCc1cccc2ccc(O)cc12,9.54,acidic,CCc1cccc2ccc(O)cc12
CCc1ccccc1C(=O)O,3.79,acidic,CCc1ccccc1C(=O)O
CCc1ccccc1C(=O)[O-],3.79,acidic,CCc1ccccc1C(=O)[O-]
CCc1ccccc1O,10.2,acidic,CCc1ccccc1O
CCc1cnc(C(=O)O)cc1CC,6.58,acidic,CCc1cnc(C(=O)O)cc1CC
CCc1cnc(C(=O)[O-])cc1CC,6.58,acidic,CCc1cnc(C(=O)[O-])cc1CC
CCc1nn[n-]n1,5.59,acidic,CCc1nn[n-]n1
CCc1nn[nH]n1,5.59,acidic,CCc1nn[nH]n1
CCc1nnn[nH]1,5.59,acidic,CCc1nnn[nH]1
CCc1nsc(=O)[nH]1,6.89,acidic,CCc1nsc(=O)[nH]1
CCc1oc2ccccc2c(=O)c1C(=O)c1cc(Br)c([O-])c(Br)c1,4.72,acidic,CCc1oc2ccccc2c(=O)c1C(=O)c1cc(Br)c([O-])c(Br)c1
CCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c([O-])c(I)c1,4.89,acidic,CCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c([O-])c(I)c1
CCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1,7.74,acidic,CCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1
CCc1oc2ccccc2c1C(=O)Cc1cc(Br)c([O-])c(Br)c1,8.6,acidic,CCc1oc2ccccc2c1C(=O)Cc1cc(Br)c([O-])c(Br)c1
CCc1oc2ccccc2c1C(=O)c1cc(Br)c([O-])c(Br)c1,4.5,acidic,CCc1oc2ccccc2c1C(=O)c1cc(Br)c([O-])c(Br)c1
CCc1oc2ccccc2c1C(=O)c1cc(C)c(O)c(C)c1,8.5,acidic,CCc1oc2ccccc2c1C(=O)c1cc(C)c(O)c(C)c1
CCc1oc2ccccc2c1C(O)c1cc(Br)c([O-])c(Br)c1,8.8,acidic,CCc1oc2ccccc2c1C(O)c1cc(Br)c([O-])c(Br)c1
CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O,9.1,acidic,CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O
CCn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O,7.3,acidic,CCn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,5.7425,acidic,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,6.05,acidic,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,6.01,acidic,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
CCn1ccc(=O)c([O-])c1C(C)O,8.755,acidic,CCn1ccc(=O)c([O-])c1C(C)O
CCn1cccc([O-])c1=O,8.99,acidic,CCn1cccc([O-])c1=O
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,4.7,acidic,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3,4.7,acidic,CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3
CCn1nnc(CC(=O)[O-])n1,3.45,acidic,CCn1nnc(CC(=O)[O-])n1
CCn1nnnc1CC(=O)[O-],2.85,acidic,CCn1nnnc1CC(=O)[O-]
CCn1nnnc1NC(C)=O,8.38,acidic,CCn1nnnc1NC(C)=O
CN(C)/C=N/c1ccc(O)cc1,9.41,acidic,CN(C)/C=N/c1ccc(O)cc1
CN(C)/C=[NH+]/c1ccc(O)cc1,9.41,acidic,CN(C)/C=[NH+]/c1ccc(O)cc1
CN(C)C(=O)CS,8.1,acidic,CN(C)C(=O)CS
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(-c3noc(=O)[nH]3)cc21,4.8,acidic,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(-c3noc(=O)[nH]3)cc21
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)[O-])cc21,4.8,acidic,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)[O-])cc21
CN(C)C(=O)OCC(=O)[O-],3.01,acidic,CN(C)C(=O)OCC(=O)[O-]
CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)[O-],3.49,acidic,CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)[O-]
CN(C)C(=S)NCC(=O)[O-],3.71,acidic,CN(C)C(=S)NCC(=O)[O-]
CN(C)C(=S)OCC(=O)[O-],2.87,acidic,CN(C)C(=S)OCC(=O)[O-]
CN(C)C(=S)SCC(=O)[O-],3.34,acidic,CN(C)C(=S)SCC(=O)[O-]
CN(C)S(=O)(=O)NC(=O)CCc1ccccc1,5.86,acidic,CN(C)S(=O)(=O)NC(=O)CCc1ccccc1
CN(C)c1ccc(C(=O)O)cc1,5.03,acidic,CN(C)c1ccc(C(=O)O)cc1
CN(C)c1ccccc1C(=O)[O-],8.46,acidic,CN(C)c1ccccc1C(=O)[O-]
CN(C)c1nn[n-]n1,5.92,acidic,CN(C)c1nn[n-]n1
CN(C)c1nn[nH]n1,5.92,acidic,CN(C)c1nn[nH]n1
CN(C)c1nnn[nH]1,5.92,acidic,CN(C)c1nnn[nH]1
CN(O)C(=O)C(C)(C)C,9.94,acidic,CN(O)C(=O)C(C)(C)C
CN(O)C(=O)c1ccccc1,8.07,acidic,CN(O)C(=O)c1ccccc1
CN(O)C(N)=O,9.95,acidic,CN(O)C(N)=O
CN1C(=O)C(C)(C)NC1=S,10.8,acidic,CN1C(=O)C(C)(C)NC1=S
CN1C(=O)C2(CCCCC2)NC1=S,11.23,acidic,CN1C(=O)C2(CCCCC2)NC1=S
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,7.83,acidic,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
CN1C(=S)NC(=O)C12CCCCC2,9.25,acidic,CN1C(=S)NC(=O)C12CCCCC2
CN1CC(=O)NC1=O,11.4,acidic,CN1CC(=O)NC1=O
CN1CC(C(=O)Nc2ccc(Cl)cc2)=C(O)C1=O,5.51,acidic,CN1CC(C(=O)Nc2ccc(Cl)cc2)=C(O)C1=O
CN1CC(C(=O)Nc2ccc(Cl)cc2)C(=O)C1=O,5.51,acidic,CN1CC(C(=O)Nc2ccc(Cl)cc2)C(=O)C1=O
CN1CC(C(=O)Nc2ccc(F)cc2)=C(O)C1=O,5.55,acidic,CN1CC(C(=O)Nc2ccc(F)cc2)=C(O)C1=O
CN1CC(C(=O)Nc2ccc(F)cc2)C(=O)C1=O,5.55,acidic,CN1CC(C(=O)Nc2ccc(F)cc2)C(=O)C1=O
CN1CC(C(=O)Nc2ccccc2)=C(O)C1=O,5.86,acidic,CN1CC(C(=O)Nc2ccccc2)=C(O)C1=O
CN1CC(C(=O)Nc2ccccc2)C(=O)C1=O,5.86,acidic,CN1CC(C(=O)Nc2ccccc2)C(=O)C1=O
CN1CC(O)c2cc(N=O)c(O)cc21,8.6,acidic,CN1CC(O)c2cc(N=O)c(O)cc21
CN1CCC(=O)NC1=O,11.86,acidic,CN1CCC(=O)NC1=O
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,5.5,acidic,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@H]2OC(C(=O)O)[C@H](O)[C@H](O)C2O)C=CC3[C@H]1C5,2.89,acidic,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@H]2OC(C(=O)O)[C@H](O)[C@H](O)C2O)C=CC3[C@H]1C5
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O[C@H]2OC(C(=O)O)[C@@H](O)[C@@H](O)C2O)C=C[C@H]3[C@H]1C5,2.77,acidic,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O[C@H]2OC(C(=O)O)[C@@H](O)[C@@H](O)C2O)C=C[C@H]3[C@H]1C5
